1.000000, 30.353555, 30.329607, 30.341581
1.000000, 30.353555, 30.329607, 30.341581
2.000000, 2.917335, 2.915860, 2.916598
3.000000, 0.732955, 0.732927, 0.732941
4.000000, 0.172052, 0.172041, 0.172046
5.000000, 0.219073, 0.219072, 0.219073
6.000000, 0.144171, 0.144169, 0.144170
7.000000, 0.137116, 0.137114, 0.137115
8.000000, 0.112499, 0.112498, 0.112499
9.000000, 0.098758, 0.098757, 0.098758
10.000000, 0.084720, 0.084719, 0.084719
11.000000, 0.073534, 0.073533, 0.073534
12.000000, 0.063674, 0.063673, 0.063673
13.000000, 0.055261, 0.055261, 0.055261
14.000000, 0.047970, 0.047969, 0.047970
15.000000, 0.041666, 0.041666, 0.041666
16.000000, 0.036200, 0.036200, 0.036200
17.000000, 0.031457, 0.031457, 0.031457
18.000000, 0.027339, 0.027339, 0.027339
19.000000, 0.023761, 0.023761, 0.023761
20.000000, 0.020652, 0.020652, 0.020652
21.000000, 0.017949, 0.017949, 0.017949
22.000000, 0.015600, 0.015600, 0.015600
23.000000, 0.013557, 0.013557, 0.013557
24.000000, 0.011782, 0.011781, 0.011781
25.000000, 0.010238, 0.010238, 0.010238
26.000000, 0.008896, 0.008896, 0.008896
27.000000, 0.007730, 0.007730, 0.007730
28.000000, 0.006716, 0.006716, 0.006716
29.000000, 0.005835, 0.005835, 0.005835
30.000000, 0.005069, 0.005069, 0.005069
31.000000, 0.004404, 0.004404, 0.004404
32.000000, 0.003826, 0.003826, 0.003826
33.000000, 0.003323, 0.003323, 0.003323
34.000000, 0.002887, 0.002887, 0.002887
35.000000, 0.002508, 0.002508, 0.002508
36.000000, 0.002178, 0.002178, 0.002178
37.000000, 0.001892, 0.001892, 0.001892
38.000000, 0.001643, 0.001643, 0.001643
39.000000, 0.001427, 0.001427, 0.001427
40.000000, 0.001240, 0.001240, 0.001240
41.000000, 0.001077, 0.001077, 0.001077
42.000000, 0.000935, 0.000935, 0.000935
